-21.5371,-23.6443
-19.5905,-26.5917
-19.542,-26.7938
-19.2708,-27.2042
-13.6943,-34.7488
-12.3476,-36.5864
-8.633,-41.52
-7.3274,-42.9406
-4.0745,-46.309
-2.435,-47.8154
1.2407,-49.6654
5.8683,-51.304
14.4793,-53.4168
19.4281,-53.5757
26.3877,-53.4963
29.7435,-52.9373
33.2858,-52.8841
34.6556,-53.2066
